time,overall,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,one_reliability
4/6/2020 19:50,3.1,0,1,0,0,3,1,12,0.588584616
4/6/2020 19:50,6.4,6,8,7,0,0,0,14,0.576123566
4/6/2020 19:50,5.4,0,0,0,0,1,0,15,0.54453639
4/6/2020 19:50,4,4,0,0,0,1,1,18,0.579836737
4/6/2020 19:55,3.4,6,6,7,0,0,0,2,0.52623458
4/6/2020 19:55,0.7,0,5,10,9,0,0,3,0.310852477
4/6/2020 19:55,4.8,2.5,6.5,5.5,4.5,7,0.5,6,0.624570216
4/6/2020 19:55,3.6,0.5,0,2,0,3,0.5,8,0.471332333
4/6/2020 19:55,6.4,8.5,2.5,6.5,3,4.5,0.5,9,0.581608078
4/6/2020 19:55,6.8,7.5,2.5,4.5,0,5,0,13,0.496300618
4/6/2020 19:55,3,2.5,4.5,5,0,5,0,15,0.543474905
4/6/2020 19:55,6.2,3,9,0,1,3,0,16,0.634191545
4/6/2020 19:55,4.3,10,10,7,0,7,0,19,0.486567285
4/6/2020 20:00,3.7,2.5,2,0.5,0,1,0.5,2,0.525730848
4/6/2020 20:00,0.8,4,2,3,2,4,0,3,0.317654569
4/6/2020 20:00,7.2,3,9,9,2,9,0,5,0.67728387
4/6/2020 20:00,6.6,0,0,0,0,2,1,6,0.623348641
4/6/2020 20:00,7.8,1,0,1,0,5,0,8,0.47113981
4/6/2020 20:00,2.6,3,4,1,6,3,0,9,0.581815559
4/6/2020 20:00,3.8,0,0,1,0,5,0,10,0.429828632
4/6/2020 20:00,5,0,0,0,0,1,1,12,0.588584616
4/6/2020 20:00,5.8,0,0,4,0,2,0,13,0.496300618
4/6/2020 20:00,3.8,1,6,5,0,7,0,15,0.542163614
4/6/2020 20:00,3,5,8,3,3,8,0,16,0.632536355
4/6/2020 20:00,5.6,0,0,0,0,1,0,17,0.534801807
4/6/2020 20:00,3.2,3.5,0.5,0,0,3,0,19,0.486567285
4/6/2020 20:05,4,0,0,0,0,2,0,2,0.523730461
4/6/2020 20:05,0.5,0.5,5,7,5.5,7.5,0,3,0.317654569
4/6/2020 20:05,2.4,0,0,0,0,1,0,4,0.61870813
4/6/2020 20:05,4,1,6,5,2,0,0,5,0.67728387
4/6/2020 20:05,2.7,1.5,8.5,4.5,0,5.5,0.5,8,0.470510649
4/6/2020 20:05,3.6,7,3,3,7,5,0,9,0.581815559
4/6/2020 20:05,4.4,0,0,0,0,2,0,14,0.576123566
4/6/2020 20:05,4.5,4,1,3,0,3,0,15,0.541554953
4/6/2020 20:05,4.1,0,0,0,0,0,0,16,0.632536355
4/6/2020 20:05,5.6,1,0,1,0,0,0,17,0.534801807
4/6/2020 20:10,1.3,3,3,3,0,3,1,3,0.314727848
4/6/2020 20:10,3.5,7.5,4.5,7,7.5,3.5,0.5,5,0.67728387
4/6/2020 20:10,5.2,8,10,9,0,1,0,8,0.469021743
4/6/2020 20:10,2,2,0,1,0,3,0,9,0.581815559
4/6/2020 20:10,3.3,5,9,7,0,10,0,10,0.424826464
4/6/2020 20:10,3.9,0,0,0,0,1,0,12,0.587257238
4/6/2020 20:10,4.7,0,1,1,0,1,0,14,0.576123566
4/6/2020 20:10,2.2,10,4,10,0,10,0,15,0.541554953
4/6/2020 20:10,5,3,0,0,0,1,0,18,0.579836737
4/6/2020 20:10,5.6,2,0,0,0,4,1,19,0.479451245
4/6/2020 20:15,3.7,3,10,6,0,9,0,12,0.587257238
4/6/2020 20:15,1.6,1,0,0,0,2,1,14,0.576123566
4/6/2020 20:15,1.7,0,0,1,0,0,1,16,0.62838956
4/6/2020 20:15,3.8,2,0,8,0,6,0,18,0.579836737
4/6/2020 20:20,2,10,5,4,0,5,0,2,0.523926575
4/6/2020 20:20,0.6,6,6.5,8.5,4.5,3,0,3,0.317563619
4/6/2020 20:20,4.2,3.5,7.5,7,0,4,0,8,0.466502077
4/6/2020 20:20,1.4,1,0,3,0,4,1,10,0.423182596
4/6/2020 20:20,5.7,0,0,0,1,1,0,11,0.685481452
4/6/2020 20:20,5.1,0,0,0,0,1,0,16,0.626111609
4/6/2020 20:25,5.1,2,4,5,0,2,0,2,0.523926575
4/6/2020 20:25,6.8,7,0,8,0,2,0,4,0.625031056
4/6/2020 20:25,3,2,0,6,3,6,1,5,0.676110173
4/6/2020 20:25,3.4,8,9,2,0,0,0,12,0.587257238
4/6/2020 20:25,5.8,1,0,1,0,2,0,14,0.571836996
4/6/2020 20:25,4.7,8,3,6,0,3,0,15,0.541554953
4/6/2020 20:25,4.5,2,9,0,0,4,0,18,0.579836737
4/6/2020 20:30,2.3,5.5,3,6.5,2,4,0,3,0.323299689
4/6/2020 20:30,5.7,10,10,4,10,6,0,5,0.676110173
4/6/2020 20:30,6.9,0,0,1,0,0,0,6,0.620668467
4/6/2020 20:30,2.2,5.5,8.5,7,0,10,0,8,0.466064115
4/6/2020 20:30,3.4,1.5,5.5,5,7.5,5.5,0,9,0.581815559
4/6/2020 20:30,3.7,1,4,2,0,10,0,12,0.587257238
4/6/2020 20:30,3.4,2,0,1,0,2,0,15,0.541554953
4/6/2020 20:30,1.3,2,10,0,0,0,0,17,0.534801807
4/6/2020 20:35,7.3,10,3,10,7,10,0,1,0.572037121
4/6/2020 20:35,0.1,2,3,3,2,3,1,3,0.324108148
4/6/2020 20:35,4.8,7,0,6,1,10,0,6,0.620133824
4/6/2020 20:35,7.7,5,6,0,0,7,0,8,0.467073241
4/6/2020 20:35,3,1,0,1,0,1,0,15,0.540378758
4/6/2020 20:35,7.8,10,10,3,4,0,0,16,0.626111609
4/6/2020 20:40,0.2,4,4,4,3,3,0,3,0.321377033
4/6/2020 20:40,2.2,8,0,1,7,0,0,5,0.676110173
4/6/2020 20:40,6.6,3,4,6,4,5,0,6,0.619294653
4/6/2020 20:40,5.9,2,4,5,0,4,0,8,0.467073241
4/6/2020 20:40,3.8,3,2,10,0,2,0,12,0.582033699
4/6/2020 20:40,1.7,5.5,5,1,0,7,0,15,0.540378758
4/6/2020 20:40,5.1,4,2,0,3,10,0,16,0.624561785
4/6/2020 20:45,3,1,0,0,0,0,1,1,0.572037121
4/6/2020 20:45,2.6,9,10,10,0,10,0,2,0.525007658
4/6/2020 20:45,0.6,5,3,3,1,2,0,3,0.321377033
4/6/2020 20:45,4.8,0,2,0.5,0,1,0.5,5,0.676110173
4/6/2020 20:45,1.1,5,5,1.5,2.5,3.5,0,6,0.619143276
4/6/2020 20:45,3.5,2.5,7,6.5,0,5,0,8,0.467579326
4/6/2020 20:45,5.5,5,10,7,1,0,0,9,0.578341163
4/6/2020 20:45,3.6,7,3,2,0,4,0,14,0.56888926
4/6/2020 20:45,6.9,8.5,4,4.5,8.5,4.5,0,16,0.626137948
4/6/2020 20:45,2.8,2,0,1,0,3,0,19,0.47349583
4/6/2020 20:50,6.3,5,2,2,0,5,0,8,0.467579326
4/6/2020 20:50,2.8,1,8,7,0,6,0,10,0.429772595
4/6/2020 20:50,3,10,5,7,0,10,0,11,0.68060835
4/6/2020 20:50,4.3,4,3,4,0,2,0,12,0.582033699
4/6/2020 20:50,5.8,9,2,0,0,10,0,14,0.56888926
4/6/2020 20:50,3,1,1,0,0,1,0,15,0.540378758
4/6/2020 20:50,2,8,7,9,0,10,0,17,0.537047958
4/6/2020 20:55,0.6,5,8,7,8,2,0,3,0.321377033
4/6/2020 20:55,5.3,10,4,0,0,8,0,14,0.56888926
4/6/2020 20:55,2.9,3,7,6,0,7.5,0,15,0.539407403
4/6/2020 20:55,3.7,7,6,7,5,10,0,16,0.625524088
4/6/2020 20:55,4,9,8,4,0,9,1,19,0.472743984
4/6/2020 21:00,6.6,10,5,7,10,6,0,3,0.321377033
4/6/2020 21:00,4.9,0,0,6,0,1,0,8,0.467579326
4/6/2020 21:00,6.6,7,1,5,4,7,0,9,0.577180525
4/6/2020 21:00,4.8,1,4,8,0,5,0,13,0.49173848
4/6/2020 21:00,5.9,2,0,2,0,10,0,14,0.567583999
4/6/2020 21:00,4.6,5,3,7,0,4.5,0,15,0.539407403
4/6/2020 21:05,0.2,5,5,0,9,3,0,3,0.319205558
4/6/2020 21:05,6.4,5,8.5,9.5,6.5,6,0,5,0.670848222
4/6/2020 21:05,7.4,2,3,6,0,5,0,8,0.465525507
4/6/2020 21:05,5.6,9,7,6,2,2,0,9,0.576568226
4/6/2020 21:05,3.2,3.5,4,5.5,0,8,0,15,0.539407403
4/6/2020 21:05,2.1,5,9,0,0,7,0,17,0.537047958
4/6/2020 21:10,2.2,3,6,8,0,6,0,2,0.526155421
4/6/2020 21:10,5.9,5,9,6,4,6.5,0,5,0.670848222
4/6/2020 21:10,3.2,8,8,6,5,0,0,6,0.619156596
4/6/2020 21:10,8.6,2,3.5,3,0,5.5,0.5,8,0.464283922
4/6/2020 21:10,3.1,3.5,6.5,3,2.5,7.5,0,9,0.576568226
4/6/2020 21:10,7.6,0,1,1,0,2,0,14,0.566071832
4/6/2020 21:10,1.4,3,1,4,0,9,0,15,0.539407403
4/6/2020 21:15,2.4,10,0,1,4,4,0,3,0.317258611
4/6/2020 21:15,6,0,0,1,0,1,0,6,0.619156596
4/6/2020 21:15,5.3,3,3,4,0,6,0,8,0.463030627
4/6/2020 21:15,3.2,4,8,2,0,9,0,10,0.421138764
4/6/2020 21:15,5.4,10,9,10,0,5,0,14,0.566071832
4/6/2020 21:15,7,4,5,6.5,0,2.5,0,15,0.539407403
4/6/2020 21:15,4.6,6,4,6,0,7,0.5,19,0.470998009
4/6/2020 21:20,4.4,4.5,5.5,1.5,0,7,0,2,0.524965104
4/6/2020 21:20,2.8,1,3,2,2.5,1,0,5,0.670848222
4/6/2020 21:20,5.2,5,2,3,7,2,0,6,0.618113658
4/6/2020 21:20,7.3,3.5,3,7.5,0,2.5,0.5,8,0.463030627
4/6/2020 21:20,3.8,7,10,5,2,2,0,9,0.576568226
4/6/2020 21:20,2.4,4.5,5.5,5.5,0,6.5,0,13,0.48879375
4/6/2020 21:20,6.9,4,0,2,0,2,0,18,0.574972744
4/6/2020 21:25,4.8,3,3,4,2,3,1,3,0.325200115
4/6/2020 21:25,6.7,9,3,8,0,6,0,4,0.619395742
4/6/2020 21:25,7.7,4,7,9,1,5,0,5,0.670848222
4/6/2020 21:25,5.9,6,6,4,3,7,0,6,0.618009168
4/6/2020 21:25,4.1,4,9,10,0,9,0,18,0.574972744
4/6/2020 21:25,3.5,7,0,8,0,8,0,19,0.470998009
4/6/2020 21:30,3.9,6,3,9,0,8,0,2,0.524965104
4/6/2020 21:30,0.2,4,8.5,6.5,6,1,0,3,0.325004758
4/6/2020 21:30,6.6,10,5,1,8,4,0,6,0.618009168
4/6/2020 21:30,5.2,5,2,4,9,10,0,9,0.576202497
4/6/2020 21:30,3.7,2,6.5,3.5,0,9.5,0,10,0.421138764
4/6/2020 21:30,5.9,1,6,10,4,3,0,16,0.621671464
4/6/2020 21:30,8.5,9,9,9,0,10,0,17,0.537047958
4/6/2020 21:35,0.7,4,10,4,7,4,0,1,0.560785442
4/6/2020 21:35,0.3,0,5,10,0,4,0,3,0.32672612
4/6/2020 21:35,3.2,4,2,1,0,10,0,6,0.615642217
4/6/2020 21:35,3.8,1,4.5,5,0,6,0,8,0.463030627
4/6/2020 21:35,2.4,6.5,6.5,2.5,9.5,9.5,0.5,9,0.575599801
4/6/2020 21:35,2,2,10,4,1,5,0,11,0.67732196
4/6/2020 21:35,5.6,0,4,2,0,5,0,15,0.538469227
4/6/2020 21:40,4.4,2,1,9,0,10,0,2,0.522764346
4/6/2020 21:40,0.7,3.5,4.5,0.5,2.5,2,0,3,0.32672612
4/6/2020 21:40,7.1,1,0,1,0,4,0,8,0.463030627
4/6/2020 21:40,2,1,0,7,6,1,0,9,0.57304614
4/6/2020 21:40,4,9,1,9,0,10,0,13,0.479588783
4/6/2020 21:40,2.1,3,0,4,0,2,1,14,0.56393247
4/6/2020 21:40,5.6,2,0,1,0,2,0,15,0.537377752
4/6/2020 21:40,2.7,10,10,6,4,9,0,16,0.621671464
4/6/2020 21:40,3.7,2,0,0,0,1,0,18,0.582304093
4/6/2020 21:45,3.8,4,3,7,8,10,0,1,0.560785442
4/6/2020 21:45,2.5,5,4.5,2,0,2,0,2,0.520805067
4/6/2020 21:45,0.6,6.5,3.5,3,4,1.5,1,3,0.330914967
4/6/2020 21:45,5.5,9.5,7.5,4.5,5.5,2.5,0,6,0.615642217
4/6/2020 21:45,7.7,10,10,0,0,3,1,8,0.462671385
4/6/2020 21:45,5.2,4,2,9,0,5,0,14,0.56393247
4/6/2020 21:45,5.4,5,5.5,7.5,0,6,0,15,0.537377752
4/6/2020 21:50,2,3,6.5,5,0,6,0,8,0.462211134
4/6/2020 21:50,3.1,0,9,3,5,3,1,9,0.57014701
4/6/2020 21:50,3.2,10,8,3,0,6,0,12,0.577739387
4/6/2020 21:50,7.5,9,4,9,0,10,1,14,0.56393247
4/6/2020 21:50,3,5.5,6.5,3,0,9.5,0,15,0.539257087
4/6/2020 21:50,7,5,1,3.5,0,1,0,18,0.582304093
4/6/2020 21:55,3.5,0,0,0,0,0,1,2,0.518950832
4/6/2020 21:55,1.3,6,3,3.5,6,6.5,0,3,0.330914967
4/6/2020 21:55,3.3,9,10,3,10,0,0,9,0.569395101
4/6/2020 21:55,4.1,5.5,9,6,0,5.5,1,15,0.537424367
4/6/2020 22:00,5.9,4.5,8.5,5.5,3,6,0.5,1,0.559145746
4/6/2020 22:00,3.9,8,8,10,0,9,0,2,0.518950832
4/6/2020 22:00,0.7,6,0,7,6,4,0,3,0.327465868
4/6/2020 22:00,7.8,0,1,0,0,1,0,6,0.614817929
4/6/2020 22:00,3.2,3,6,3,0,4,0,8,0.462163144
4/6/2020 22:00,1.5,0,8,5,6,6,0,9,0.569395101
4/6/2020 22:00,4.8,0,9,3,10,5,0,11,0.67732196
4/6/2020 22:00,3.4,4.5,0,3.5,0,2.5,0.5,14,0.559531836
4/6/2020 22:00,4.5,4,2,7,0,4,0,15,0.535099593
4/6/2020 22:00,6.4,2,10,8,0,9,0,18,0.581011176
4/6/2020 22:05,5.5,7,9,8,0,10,0,2,0.518950832
4/6/2020 22:05,0.2,0,1,6,10,1,0,3,0.326442151
4/6/2020 22:05,4.7,7,2,9,10,9,0,5,0.667432475
4/6/2020 22:05,7.4,0,0,3,0,3,0,8,0.462766995
4/6/2020 22:05,7.2,3,7,10,2,2,0,9,0.569395101
4/6/2020 22:05,3.6,4,8,4,0,1,0,10,0.420829228
4/6/2020 22:05,5.5,7,0,7,0,9,0,12,0.577739387
4/6/2020 22:05,5.6,6,6,0,0,9,0,13,0.479588783
4/6/2020 22:05,4.2,0,4,8,0,10,0,14,0.558665041
4/6/2020 22:05,2.2,8,2,6,0,7,0,15,0.535484067
4/6/2020 22:05,3.3,2,1,1,0,3,0,18,0.581011176
4/6/2020 22:10,1.2,4,0.5,2,0,4.5,0,2,0.518950832
4/6/2020 22:10,1.8,0,8,10,0,1,0,3,0.326442151
4/6/2020 22:10,7.6,7.5,7.5,5,5,10,0,6,0.614653115
4/6/2020 22:10,3.2,10,8,7,9,6,1,9,0.567741508
4/6/2020 22:10,2,6,10,6,0,1,0,10,0.420829228
4/6/2020 22:10,7.1,4,6,9,0,2,0,13,0.479588783
4/6/2020 22:10,2.8,2,3.5,4,0,7.5,0,18,0.58043358
4/6/2020 22:15,6.4,5,8,8,6,10,0,1,0.559145746
4/6/2020 22:15,5,2,0,10,0,10,0,2,0.518950832
4/6/2020 22:15,4.2,2,0,2,6,4,0,6,0.614653115
4/6/2020 22:15,3.1,1.5,4.5,5,0,7,0,8,0.462211927
4/6/2020 22:15,5.2,9,10,7,0,5,0,15,0.536764207
4/6/2020 22:15,5.4,7,6,10,2,10,0,16,0.617303865
4/6/2020 22:20,4.7,3,9,10,0,10,0,1,0.559145746
4/6/2020 22:20,3,8,5,6,0,8,0,2,0.519597495
4/6/2020 22:20,0.2,3,10,5,10,9,0,3,0.319629145
4/6/2020 22:20,4.2,0,0,1,0,1,0,5,0.667432475
4/6/2020 22:20,3.8,10,2,8,0,7,0,8,0.46566866
4/6/2020 22:20,6.4,2,8,6,5,9,0,9,0.567186681
4/6/2020 22:20,3.1,10,3,0,0,8,0,10,0.417140388
4/6/2020 22:20,5.1,0,1,0,0,1,0,14,0.553769297
4/6/2020 22:20,3.4,0,0,0,0,0,0,15,0.537630356
4/6/2020 22:20,6.1,6,4,4.5,0,5.5,1,18,0.58043358
4/6/2020 22:25,5.9,7,0,9,9,4,0,1,0.559145746
4/6/2020 22:25,2.5,5.5,2,9.5,8.5,2,0,6,0.614379214
4/6/2020 22:25,7.2,0,0,2,0,3,1,8,0.46566866
4/6/2020 22:25,3.3,6,10,0,0,1,0,15,0.537880243
4/6/2020 22:30,0.1,10,7,4,6,10,0,3,0.32064998
4/6/2020 22:30,4.8,4,4,6,9,6,0,6,0.612876816
4/6/2020 22:30,2.7,10,6,0,8,5,0,11,0.67732196
4/6/2020 22:30,1.8,9.5,9,8,0,9.5,0,15,0.537880243
4/6/2020 22:30,6,10,4,0,0,5,0,17,0.52989632
4/6/2020 22:35,2.3,10,7,4,0,3,0,2,0.519196793
4/6/2020 22:35,5.2,1,2,1,7,10,0,5,0.662035987
4/6/2020 22:35,4.2,2,5.5,8,7.5,9.5,0,6,0.612876816
4/6/2020 22:35,2.9,8,10,10,0,10,0,8,0.465412181
4/6/2020 22:35,2.6,4,0,10,5,8,0,9,0.56554561
4/6/2020 22:35,5.6,1.5,5.5,6.5,0,6.5,0.5,10,0.417140388
4/6/2020 22:35,3.3,6.5,3,3,0,4,0,14,0.553769297
4/6/2020 22:35,2.8,3.5,4,3.5,1.5,6,0,16,0.614514808
4/6/2020 22:40,4.3,4,0,9,8,4,0,5,0.661739243
4/6/2020 22:40,7.7,6,0,5,10,6,0,6,0.612293595
4/6/2020 22:40,3.3,1,6,10,0,0,0,8,0.464884658
4/6/2020 22:40,3.6,0,10,6,10,5,1,9,0.56554561
4/6/2020 22:40,3.1,10,6,7,0,4,1,10,0.417140388
4/6/2020 22:40,5.9,2,4,1,0,8,0,12,0.576281499
4/6/2020 22:40,1.9,9,2,10,0,7,0,13,0.4761751
4/6/2020 22:40,6,7,7.5,2,5,6.5,0,16,0.614514808
4/6/2020 22:45,7,9,8,6,3,5,0,1,0.559145746
4/6/2020 22:45,3.2,2,2,8,4,9,0,5,0.661739243
4/6/2020 22:45,5.6,7,10,10,2,4,0,6,0.611020698
4/6/2020 22:45,2,9,5,3,8,5,0,9,0.56554561
4/6/2020 22:45,3.8,3,2,3,0,10,0,12,0.576281499
4/6/2020 22:45,5.8,4,7,6,0,9,0,18,0.58043358
4/6/2020 22:50,7,10,1,8,0,10,0,2,0.519664008
4/6/2020 22:50,0.7,3.5,9,0.5,7,6.5,0,3,0.321509512
4/6/2020 22:50,7,0.5,1.5,0,0,0.5,0.5,5,0.661739243
4/6/2020 22:50,4.6,6.5,6.5,6,9,6,0,6,0.611020698
4/6/2020 22:50,5.2,6,6,4,0,3,0,8,0.461844989
4/6/2020 22:50,6.2,9,10,3,0,2,0,14,0.552217228
4/6/2020 22:50,2.9,3,7,5,0,9.5,0,15,0.537366434
4/6/2020 22:50,6.9,0,6,4,1,3,0,16,0.612200993
4/6/2020 22:50,4.9,6,5,6,0,6,0,18,0.580474726
4/6/2020 22:55,4.6,8,2,2,0,4,0,2,0.519664008
4/6/2020 22:55,2.1,1,8,9,5,3,0,5,0.662003967
4/6/2020 22:55,5.1,9,10,7,6,2,0,6,0.611020698
4/6/2020 22:55,8.4,10,8,4,0,4,0,8,0.458918693
4/6/2020 22:55,3.1,9,10,5,8,5,0,9,0.568418949
4/6/2020 22:55,7,3.5,4,8.5,0,4.5,0,19,0.47999821
4/6/2020 23:00,3.4,5,4,8,0,4,0,2,0.519664008
4/6/2020 23:00,1,8,10,8,10,10,0,3,0.326250591
4/6/2020 23:00,1.4,6,6,7,0,2,0,10,0.415592903
4/6/2020 23:00,4.1,1,1,4,0,3,2,13,0.482600437
4/6/2020 23:00,4.6,8,3,10,0,8,1,14,0.550933805
4/6/2020 23:00,6.2,3,2,10,10,5,0,16,0.612200993
4/6/2020 23:05,1,10,9,5,5,6,0,3,0.327687132
4/6/2020 23:05,3.1,0,4,1,0,10,0,8,0.456435571
4/6/2020 23:05,5.5,3,5.5,9,5,7,0.5,9,0.567002624
4/6/2020 23:05,7.3,4,1,1,0,6,0,14,0.550933805
4/6/2020 23:05,2.9,3,8,0,0,0,0,15,0.534715204
4/6/2020 23:10,3.7,8,6,6,0,0,0,2,0.519091139
4/6/2020 23:10,0.1,4,3,2,3,2,0,3,0.325313946
4/6/2020 23:10,6.6,0,8.5,2.5,6.5,5,0,9,0.564591161
4/6/2020 23:10,5.2,3,5,9,0,10,0,10,0.412550045
4/6/2020 23:10,4.6,10,1,7,0,8.5,0,15,0.533928899
4/6/2020 23:10,7.2,6,4,3,0,7,0,18,0.576837496
4/6/2020 23:15,7.5,9,9,7,0,5,0,2,0.520004367
4/6/2020 23:15,6.4,10,0,3,5,5,0,6,0.609793098
4/6/2020 23:15,6.9,8,4,10,0,5,0,8,0.456435571
4/6/2020 23:15,3.8,10,10,4,0,10,0,11,0.676636405
4/6/2020 23:15,6.8,8,2,9,0,1,1,13,0.486807226
4/6/2020 23:15,5.9,5,8,1,0,2,0,14,0.554201472
4/6/2020 23:15,4,2,0,0,0,2,0,18,0.576837496
4/6/2020 23:15,5.9,0,0,10,0,10,0,19,0.47999821
4/6/2020 23:20,2.9,3,6,10,10,1,0,6,0.609793098
4/6/2020 23:20,5.6,7.5,5,4,10,3.5,0,9,0.561280429
4/6/2020 23:20,2.8,0,4,6,0,10,1,11,0.676636405
4/6/2020 23:20,5,7,10,9,0,0,0,14,0.554201472
4/6/2020 23:20,4.7,0,0,9,9,9,0,16,0.612200993
4/6/2020 23:20,5.6,9,9,5,0,7,0,18,0.576837496
4/6/2020 23:20,7.2,5,6.5,8,2.5,8,0,19,0.47999821
4/6/2020 23:25,5.2,6.5,3,5,4.5,8.5,0,5,0.656882457
4/6/2020 23:25,3.1,4,6,9.5,3,3.5,0,9,0.559534215
4/6/2020 23:25,3.9,0,0,0,0,2,0,14,0.552606478
4/6/2020 23:25,3.4,5,1,3,0,8,0,15,0.531650948
4/6/2020 23:30,1,10,10,4,0,6,0,4,0.616404079
4/6/2020 23:30,2.1,9,1,2,0,10,0,8,0.456435571
4/6/2020 23:30,4.2,4,1,4,0,3,0,14,0.5500267
4/6/2020 23:30,1.4,6,0,4,0,3,0,15,0.531899741
4/6/2020 23:30,4.8,4.5,8.5,7,4.5,9,0,16,0.609811639
4/6/2020 23:35,7,1,1,0,1,6,0,1,0.550708349
4/6/2020 23:35,5.9,4,9,6,9,5,0,6,0.609114907
4/6/2020 23:35,2.6,7.5,3.5,3.5,0,5,0,8,0.461082392
4/6/2020 23:35,7,2,3,8,0,10,0,15,0.531867436
4/6/2020 23:40,4.5,10,1,5,10,5,0,1,0.550708349
4/6/2020 23:40,2.8,1,4,10,10,3,0,3,0.323620617
4/6/2020 23:40,2.4,4.5,6.5,5,6,2.5,0,5,0.654483205
4/6/2020 23:40,5.7,8,2,5,1,7,0,6,0.608230416
4/6/2020 23:40,4.5,6,4,10,0,0,0,8,0.461082392
4/6/2020 23:40,3.2,7,7.5,0.5,8,7,0,9,0.556886023
4/6/2020 23:40,2.7,7,4,2,0,8,0,13,0.486807226
4/6/2020 23:40,5.9,2,4,6,0,7,0,19,0.47999821
4/6/2020 23:45,8.7,1,10,6,0,4,0,2,0.516922048
4/6/2020 23:45,0.5,2,1.5,0.5,1,8,0,3,0.32216748
4/6/2020 23:45,5.4,6,6,9,0,1,0,4,0.617756349
4/6/2020 23:45,5.3,9,5,1,8,8,0,6,0.608793686
4/6/2020 23:45,5.2,5,3,8,10,8,0,9,0.556886023
4/6/2020 23:45,3,7,2,10,0,0,0,17,0.523126405
4/6/2020 23:50,5.3,2,1,1,0,10,0,2,0.516922048
4/6/2020 23:50,6.8,4,5.5,8,6.5,8.5,0,5,0.654882228
4/6/2020 23:50,3.6,10,6,5,0,5,0,8,0.461082392
4/6/2020 23:50,2.4,4,3,9,6,8,0,9,0.556886023
4/6/2020 23:50,5.9,6,4,9,0,0,0,13,0.486807226
4/6/2020 23:50,5.6,2,8,3,0,1,0,15,0.534776963
4/6/2020 23:55,6.5,7,2,6,0,10,0,2,0.516922048
4/6/2020 23:55,4.9,2,1.5,8,0,5,0,8,0.461082392
4/6/2020 23:55,3.3,7,9,10,10,6,0,9,0.556886023
4/6/2020 23:55,2.4,0,10,3,0,3,0,10,0.412550045
4/6/2020 23:55,6.6,6,7,10,0,2,0,13,0.495974746
4/6/2020 23:55,5.6,5,1,1,3,4.5,0.5,15,0.534015738
4/7/2020 0:00,4.8,3,4,10,10,0,0,1,0.551392322
4/7/2020 0:00,4.9,9,5,2,0,0,0,2,0.516922048
4/7/2020 0:00,0,4,10,10,10,9,0,3,0.324359664
4/7/2020 0:00,3.4,3,0,3,5,2,0,6,0.607658635
4/7/2020 0:00,5.3,7.5,5.5,5,0,6.5,0,8,0.460911725
4/7/2020 0:00,3.4,4,8,5.5,5,0.5,0,9,0.556886023
4/7/2020 0:00,1.7,4,10,10,8,9,0,11,0.674861499
4/7/2020 0:00,5.4,6,7,7,0,5,0,15,0.534015738
4/7/2020 0:05,5.9,8,10,8,0,10,0,2,0.514274956
4/7/2020 0:05,0.8,7,1,3,7,9,0,3,0.319255859
4/7/2020 0:05,5.6,9,10,10,0,5,0,5,0.650648532
4/7/2020 0:05,4,10,1,4,0,10,0,8,0.460911725
4/7/2020 0:05,3.3,5.5,4.5,9.5,2.5,6,0,9,0.555474005
4/7/2020 0:05,5.9,1,7,6,0,10,0,13,0.502017281
4/7/2020 0:05,5.9,1,8,0,0,5,0,14,0.544272693
4/7/2020 0:05,3,8,10,2,0,1,0,15,0.533595766
4/7/2020 0:05,5.2,5,7,0,4,4,0,16,0.605098546
4/7/2020 0:05,7.2,6.5,1.5,5,0,6,0,18,0.570249703
4/7/2020 0:05,5.6,4.5,9,3,0,0.5,0,19,0.475546434
4/7/2020 0:10,7.2,7,8,1,10,8,0,5,0.650152436
4/7/2020 0:10,1.4,6,0,7,0,6,0,9,0.553685733
4/7/2020 0:10,2.1,5,6,2,0,7,1,12,0.572567201
4/7/2020 0:10,8.1,2,8,1,0,10,0,19,0.475546434
4/7/2020 0:15,0,9,7,0,0,10,0,4,0.617756349
4/7/2020 0:15,3.8,1,5,3.5,2.5,4,0,6,0.607609172
4/7/2020 0:15,3.7,4,10,2,7,0,0,15,0.53257283
4/7/2020 0:15,4.6,8,5,7,0,2.5,0.5,17,0.529088283
4/7/2020 0:15,4.1,5,0,2,0,7,1,18,0.564314894
4/7/2020 0:15,6.4,3,0,5,0,10,0,19,0.475546434
4/7/2020 0:20,5.7,2,10,2,7,10,1,5,0.649498809
4/7/2020 0:20,4.1,8,10,3,0,9,0,8,0.459220198
4/7/2020 0:20,6.6,7,8,1,5,9,0,9,0.553685733
4/7/2020 0:20,4.3,10,3,1,0,3,0,14,0.544272693
4/7/2020 0:20,4.5,6,10,6,0,8,0,15,0.53257283
4/7/2020 0:25,3.8,5,3,1,0,2,0,2,0.51397169
4/7/2020 0:25,6.3,3,6.5,5.5,0,6,0,8,0.456861075
4/7/2020 0:25,3.2,2,5.5,3,5.5,10,0,9,0.550976193
4/7/2020 0:25,2.2,8,9,10,0,10,0,15,0.53257283
4/7/2020 0:25,4.2,9,9,7,3,9,0,16,0.605098546
4/7/2020 0:25,5.6,5.5,6,4,0,5,0,18,0.564314894
4/7/2020 0:30,0.5,8,7,3,0,6,1,4,0.616622381
