time,location1,location2,location3,location4,location5,location6,location7,location8,location9,location10,location11,location12,location13,location14,location15,location16,location17,location18,location19
4/8/2020 9:50,"[3.125, 2.0, 1.0, 4.5, 3.0, 2.5, 0.5, 1.0]","[3.291666666666667, 3.0, 4.0, 5.0, 0.0, 1.0, 2.0, 2.0]",,"[3.583333333333333, 5.0, 4.0, 4.0, 0.0, 3.0, 5.0, 4.0]","[3.75, 4.0, 6.0, 4.0, 1.0, 3.0, 1.0, 5.0]","[2.083333333333333, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 6.0]","[3.25, 0.0, 8.0, 6.0, 0.0, 0.0, 5.0, 7.0]","[5.750000000000001, 7.0, 7.0, 7.0, 0.0, 5.0, 2.0, 8.0]","[6.833333333333333, 7.0, 7.0, 7.0, 5.0, 6.0, 1.0, 9.0]",,,"[3.25, 3.0, 6.0, 4.0, 0.0, 3.0, 5.0, 12.0]","[2.583333333333333, 3.0, 3.5, 3.0, 0.0, 3.5, 0.0, 13.0]","[5.458333333333333, 6.0, 7.0, 7.0, 0.0, 5.0, 4.0, 14.0]","[2.458333333333333, 3.0, 3.0, 3.0, 0.0, 2.0, 3.0, 15.0]","[4.812500000000001, 4.5, 5.0, 4.5, 5.0, 3.5, 0.0, 16.0]","[3.541666666666667, 1.0, 7.0, 6.0, 0.0, 3.0, 2.0, 17.0]","[3.458333333333334, 3.0, 7.0, 4.0, 0.0, 5.0, 4.0, 18.0]","[1.4166666666666667, 1.0, 2.0, 2.0, 0.0, 3.0, 3.0, 19.0]"
4/8/2020 9:55,"[3.104166666666667, 2.0, 1.0, 4.5, 3.0, 2.0, 0.5, 1.0]","[3.291666666666667, 3.0, 4.0, 5.0, 0.0, 1.0, 2.0, 2.0]",,"[3.583333333333333, 5.0, 4.0, 4.0, 0.0, 3.0, 5.0, 4.0]","[3.75, 4.0, 6.0, 4.0, 1.0, 3.0, 1.0, 5.0]","[2.083333333333333, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 6.0]","[3.25, 0.0, 8.0, 6.0, 0.0, 0.0, 5.0, 7.0]","[5.750000000000001, 7.0, 7.0, 7.0, 0.0, 5.0, 2.0, 8.0]","[6.833333333333333, 7.0, 7.0, 7.0, 5.0, 6.0, 1.0, 9.0]",,,"[3.25, 3.0, 6.0, 4.0, 0.0, 3.0, 5.0, 12.0]","[2.145833333333333, 3.0, 3.0, 2.0, 0.0, 3.5, 0.0, 13.0]","[5.458333333333333, 6.0, 7.0, 7.0, 0.0, 5.0, 4.0, 14.0]","[2.458333333333333, 3.0, 3.0, 3.0, 0.0, 2.0, 3.0, 15.0]","[4.812500000000001, 4.5, 5.0, 4.5, 5.0, 3.5, 0.0, 16.0]","[3.541666666666667, 1.0, 7.0, 6.0, 0.0, 3.0, 2.0, 17.0]","[3.458333333333334, 3.0, 7.0, 4.0, 0.0, 5.0, 4.0, 18.0]","[1.4166666666666667, 1.0, 2.0, 2.0, 0.0, 3.0, 3.0, 19.0]"
4/8/2020 10:00,"[2.916666666666667, 2.0, 1.0, 4.0, 3.0, 2.0, 1.0, 1.0]","[3.291666666666667, 3.0, 4.0, 5.0, 0.0, 1.0, 2.0, 2.0]",,"[3.583333333333333, 5.0, 4.0, 4.0, 0.0, 3.0, 5.0, 4.0]","[3.75, 4.0, 6.0, 4.0, 1.0, 3.0, 1.0, 5.0]","[2.083333333333333, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 6.0]","[3.25, 0.0, 8.0, 6.0, 0.0, 0.0, 5.0, 7.0]","[5.750000000000001, 7.0, 7.0, 7.0, 0.0, 5.0, 2.0, 8.0]","[6.833333333333333, 7.0, 7.0, 7.0, 5.0, 6.0, 1.0, 9.0]",,,"[3.25, 3.0, 6.0, 4.0, 0.0, 3.0, 5.0, 12.0]","[2.125, 3.0, 3.0, 2.0, 0.0, 3.0, 0.0, 13.0]","[5.458333333333333, 6.0, 7.0, 7.0, 0.0, 5.0, 4.0, 14.0]","[2.458333333333333, 3.0, 3.0, 3.0, 0.0, 2.0, 3.0, 15.0]","[4.625, 4.5, 4.5, 4.5, 4.5, 3.0, 0.0, 16.0]","[3.541666666666667, 1.0, 7.0, 6.0, 0.0, 3.0, 2.0, 17.0]","[3.458333333333334, 3.0, 7.0, 4.0, 0.0, 5.0, 4.0, 18.0]","[1.4166666666666667, 1.0, 2.0, 2.0, 0.0, 3.0, 3.0, 19.0]"
4/8/2020 10:05,"[2.916666666666667, 2.0, 1.0, 4.0, 3.0, 2.0, 1.0, 1.0]","[3.291666666666667, 3.0, 4.0, 5.0, 0.0, 1.0, 2.0, 2.0]",,"[3.583333333333333, 5.0, 4.0, 4.0, 0.0, 3.0, 5.0, 4.0]","[3.75, 4.0, 6.0, 4.0, 1.0, 3.0, 1.0, 5.0]","[2.083333333333333, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 6.0]","[3.25, 0.0, 8.0, 6.0, 0.0, 0.0, 5.0, 7.0]","[5.750000000000001, 7.0, 7.0, 7.0, 0.0, 5.0, 2.0, 8.0]","[6.833333333333333, 7.0, 7.0, 7.0, 5.0, 6.0, 1.0, 9.0]",,,"[3.25, 3.0, 6.0, 4.0, 0.0, 3.0, 5.0, 12.0]","[2.0625, 3.0, 2.5, 2.0, 0.0, 3.0, 0.0, 13.0]","[5.458333333333333, 6.0, 7.0, 7.0, 0.0, 5.0, 4.0, 14.0]","[2.458333333333333, 3.0, 3.0, 3.0, 0.0, 2.0, 3.0, 15.0]","[4.75, 4.5, 4.5, 4.5, 5.0, 3.5, 0.0, 16.0]","[3.541666666666667, 1.0, 7.0, 6.0, 0.0, 3.0, 2.0, 17.0]","[3.458333333333334, 3.0, 7.0, 4.0, 0.0, 5.0, 4.0, 18.0]","[1.4166666666666667, 1.0, 2.0, 2.0, 0.0, 3.0, 3.0, 19.0]"
4/8/2020 10:10,"[2.916666666666667, 2.0, 1.0, 4.0, 3.0, 2.0, 1.0, 1.0]","[3.291666666666667, 3.0, 4.0, 5.0, 0.0, 1.0, 2.0, 2.0]",,"[3.583333333333333, 5.0, 4.0, 4.0, 0.0, 3.0, 5.0, 4.0]","[3.75, 4.0, 6.0, 4.0, 1.0, 3.0, 1.0, 5.0]","[2.083333333333333, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 6.0]","[3.154166666666667, 0.0, 8.0, 5.75, 0.0, 0.0, 5.0, 7.0]","[5.750000000000001, 7.0, 7.0, 7.0, 0.0, 5.0, 2.0, 8.0]","[6.833333333333333, 7.0, 7.0, 7.0, 5.0, 6.0, 1.0, 9.0]",,,"[3.25, 3.0, 6.0, 4.0, 0.0, 3.0, 5.0, 12.0]","[2.0625, 3.0, 2.5, 2.0, 0.0, 3.0, 0.0, 13.0]","[5.458333333333333, 6.0, 7.0, 7.0, 0.0, 5.0, 4.0, 14.0]","[2.458333333333333, 3.0, 3.0, 3.0, 0.0, 2.0, 3.0, 15.0]","[4.75, 4.5, 4.5, 4.5, 5.0, 3.5, 0.0, 16.0]","[3.541666666666667, 1.0, 7.0, 6.0, 0.0, 3.0, 2.0, 17.0]","[3.458333333333334, 3.0, 7.0, 4.0, 0.0, 5.0, 4.0, 18.0]","[1.4166666666666667, 1.0, 2.0, 2.0, 0.0, 3.0, 3.0, 19.0]"
4/8/2020 10:15,"[2.916666666666667, 2.0, 1.0, 4.0, 3.0, 2.0, 1.0, 1.0]","[3.291666666666667, 3.0, 4.0, 5.0, 0.0, 1.0, 2.0, 2.0]",,"[3.583333333333333, 5.0, 4.0, 4.0, 0.0, 3.0, 5.0, 4.0]","[3.75, 4.0, 6.0, 4.0, 1.0, 3.0, 1.0, 5.0]","[2.083333333333333, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 6.0]","[3.154166666666667, 0.0, 8.0, 5.75, 0.0, 0.0, 5.0, 7.0]","[5.750000000000001, 7.0, 7.0, 7.0, 0.0, 5.0, 2.0, 8.0]","[6.833333333333333, 7.0, 7.0, 7.0, 5.0, 6.0, 1.0, 9.0]",,,"[3.25, 3.0, 6.0, 4.0, 0.0, 3.0, 5.0, 12.0]","[2.0, 3.0, 2.0, 2.0, 0.0, 3.0, 1.5, 13.0]","[5.458333333333333, 6.0, 7.0, 7.0, 0.0, 5.0, 4.0, 14.0]","[2.458333333333333, 3.0, 3.0, 3.0, 0.0, 2.0, 3.0, 15.0]","[4.416666666666667, 4.0, 4.5, 4.0, 5.0, 3.5, 0.0, 16.0]","[3.541666666666667, 1.0, 7.0, 6.0, 0.0, 3.0, 2.0, 17.0]","[3.458333333333334, 3.0, 7.0, 4.0, 0.0, 5.0, 4.0, 18.0]","[1.4166666666666667, 1.0, 2.0, 2.0, 0.0, 3.0, 2.0, 19.0]"
4/8/2020 10:20,"[2.916666666666667, 2.0, 1.0, 4.0, 3.0, 2.0, 1.0, 1.0]","[3.291666666666667, 3.0, 4.0, 5.0, 0.0, 1.0, 2.0, 2.0]",,"[3.583333333333333, 5.0, 4.0, 4.0, 0.0, 3.0, 5.0, 4.0]","[3.75, 4.0, 6.0, 4.0, 1.0, 3.0, 1.0, 5.0]","[2.083333333333333, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 6.0]","[3.25, 0.0, 8.0, 6.0, 0.0, 0.0, 5.0, 7.0]","[5.750000000000001, 7.0, 7.0, 7.0, 0.0, 5.0, 2.0, 8.0]","[6.833333333333333, 7.0, 7.0, 7.0, 5.0, 6.0, 1.0, 9.0]",,,"[3.25, 3.0, 6.0, 4.0, 0.0, 3.0, 5.0, 12.0]","[1.8541666666666667, 2.5, 2.0, 2.0, 0.0, 3.0, 2.5, 13.0]","[5.458333333333333, 6.0, 7.0, 7.0, 0.0, 5.0, 4.0, 14.0]","[2.458333333333333, 3.0, 3.0, 3.0, 0.0, 2.0, 3.0, 15.0]","[4.125, 4.0, 4.0, 4.0, 4.0, 3.0, 0.0, 16.0]","[3.541666666666667, 1.0, 7.0, 6.0, 0.0, 3.0, 2.0, 17.0]","[3.458333333333334, 3.0, 7.0, 4.0, 0.0, 5.0, 4.0, 18.0]","[1.4166666666666667, 1.0, 2.0, 2.0, 0.0, 3.0, 2.0, 19.0]"
4/8/2020 10:25,"[2.916666666666667, 2.0, 1.0, 4.0, 3.0, 2.0, 1.0, 1.0]","[3.291666666666667, 3.0, 4.0, 5.0, 0.0, 1.0, 2.0, 2.0]",,"[3.583333333333333, 5.0, 4.0, 4.0, 0.0, 3.0, 5.0, 4.0]","[3.75, 4.0, 6.0, 4.0, 1.0, 3.0, 1.0, 5.0]","[2.083333333333333, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 6.0]","[3.25, 0.0, 8.0, 6.0, 0.0, 0.0, 5.0, 7.0]","[5.750000000000001, 7.0, 7.0, 7.0, 0.0, 5.0, 2.0, 8.0]","[6.833333333333333, 7.0, 7.0, 7.0, 5.0, 6.0, 1.0, 9.0]",,,"[3.25, 3.0, 6.0, 4.0, 0.0, 3.0, 5.0, 12.0]","[1.8541666666666667, 2.5, 2.0, 2.0, 0.0, 3.0, 1.5, 13.0]","[5.458333333333333, 6.0, 7.0, 7.0, 0.0, 5.0, 4.0, 14.0]","[2.458333333333333, 3.0, 3.0, 3.0, 0.0, 2.0, 3.0, 15.0]","[4.125, 4.0, 4.0, 4.0, 4.0, 3.0, 0.0, 16.0]","[3.541666666666667, 1.0, 7.0, 6.0, 0.0, 3.0, 2.0, 17.0]","[3.458333333333334, 3.0, 7.0, 4.0, 0.0, 5.0, 4.0, 18.0]","[1.4166666666666667, 1.0, 2.0, 2.0, 0.0, 3.0, 2.0, 19.0]"
4/8/2020 10:30,"[2.916666666666667, 2.0, 1.0, 4.0, 3.0, 2.0, 1.0, 1.0]","[3.291666666666667, 3.0, 4.0, 5.0, 0.0, 1.0, 2.0, 2.0]",,"[3.583333333333333, 5.0, 4.0, 4.0, 0.0, 3.0, 5.0, 4.0]","[3.75, 4.0, 6.0, 4.0, 1.0, 3.0, 1.0, 5.0]","[2.083333333333333, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 6.0]","[3.25, 0.0, 8.0, 6.0, 0.0, 0.0, 5.0, 7.0]","[5.750000000000001, 7.0, 7.0, 7.0, 0.0, 5.0, 2.0, 8.0]","[6.833333333333333, 7.0, 7.0, 7.0, 5.0, 6.0, 1.0, 9.0]",,"[5.791666666666667, 6.0, 9.0, 5.0, 4.0, 5.0, 3.0, 11]","[3.25, 3.0, 6.0, 4.0, 0.0, 3.0, 5.0, 12.0]","[2.0, 3.0, 2.0, 2.0, 0.0, 3.0, 1.5, 13.0]","[5.458333333333333, 6.0, 7.0, 7.0, 0.0, 5.0, 4.0, 14.0]","[2.458333333333333, 3.0, 3.0, 3.0, 0.0, 2.0, 3.0, 15.0]","[4.479166666666667, 4.0, 4.5, 4.5, 4.5, 3.0, 0.0, 16.0]","[3.541666666666667, 1.0, 7.0, 6.0, 0.0, 3.0, 2.0, 17.0]","[3.458333333333334, 3.0, 7.0, 4.0, 0.0, 5.0, 4.0, 18.0]","[1.4166666666666667, 1.0, 2.0, 2.0, 0.0, 3.0, 2.0, 19.0]"
4/8/2020 10:35,"[2.916666666666667, 2.0, 1.0, 4.0, 3.0, 2.0, 1.0, 1.0]","[3.291666666666667, 3.0, 4.0, 5.0, 0.0, 1.0, 2.0, 2.0]",,"[3.583333333333333, 5.0, 4.0, 4.0, 0.0, 3.0, 5.0, 4.0]","[3.75, 4.0, 6.0, 4.0, 1.0, 3.0, 1.0, 5.0]","[2.083333333333333, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 6.0]","[3.25, 0.0, 8.0, 6.0, 0.0, 0.0, 5.0, 7.0]","[5.750000000000001, 7.0, 7.0, 7.0, 0.0, 5.0, 2.0, 8.0]","[6.833333333333333, 7.0, 7.0, 7.0, 5.0, 6.0, 1.0, 9.0]",,"[5.791666666666667, 6.0, 9.0, 5.0, 4.0, 5.0, 3.0, 11.0]","[3.25, 3.0, 6.0, 4.0, 0.0, 3.0, 5.0, 12.0]","[2.0, 3.0, 2.0, 2.0, 0.0, 3.0, 1.5, 13.0]","[5.458333333333333, 6.0, 7.0, 7.0, 0.0, 5.0, 4.0, 14.0]","[2.458333333333333, 3.0, 3.0, 3.0, 0.0, 2.0, 3.0, 15.0]","[4.6875, 4.5, 5.0, 4.5, 4.5, 3.0, 0.0, 16.0]","[3.541666666666667, 1.0, 7.0, 6.0, 0.0, 3.0, 2.0, 17.0]","[3.458333333333334, 3.0, 7.0, 4.0, 0.0, 5.0, 4.0, 18.0]","[1.4166666666666667, 1.0, 2.0, 2.0, 0.0, 3.0, 2.0, 19.0]"
4/8/2020 10:40,"[2.916666666666667, 2.0, 1.0, 4.0, 3.0, 2.0, 1.0, 1.0]","[3.291666666666667, 3.0, 4.0, 5.0, 0.0, 1.0, 2.0, 2.0]",,"[3.583333333333333, 5.0, 4.0, 4.0, 0.0, 3.0, 4.5, 4.0]","[3.75, 4.0, 6.0, 4.0, 1.0, 3.0, 0.5, 5.0]","[2.083333333333333, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 6.0]","[3.25, 0.0, 8.0, 6.0, 0.0, 0.0, 5.0, 7.0]","[5.750000000000001, 7.0, 7.0, 7.0, 0.0, 5.0, 2.0, 8.0]","[6.833333333333333, 7.0, 7.0, 7.0, 5.0, 6.0, 1.0, 9.0]",,"[5.791666666666667, 6.0, 9.0, 5.0, 4.0, 5.0, 3.0, 11.0]","[3.25, 3.0, 6.0, 4.0, 0.0, 3.0, 5.0, 12.0]","[2.0, 3.0, 2.0, 2.0, 0.0, 3.0, 1.5, 13.0]","[5.458333333333333, 6.0, 7.0, 7.0, 0.0, 5.0, 4.0, 14.0]","[2.458333333333333, 3.0, 3.0, 3.0, 0.0, 2.0, 3.0, 15.0]","[4.979166666666667, 4.5, 5.0, 5.0, 5.0, 3.0, 0.0, 16.0]","[3.541666666666667, 1.0, 7.0, 6.0, 0.0, 3.0, 2.0, 17.0]","[3.458333333333334, 3.0, 7.0, 4.0, 0.0, 5.0, 4.0, 18.0]","[1.4166666666666667, 1.0, 2.0, 2.0, 0.0, 3.0, 2.0, 19.0]"
4/8/2020 10:45,"[2.916666666666667, 2.0, 1.0, 4.0, 3.0, 2.0, 1.0, 1.0]","[3.291666666666667, 3.0, 4.0, 5.0, 0.0, 1.0, 2.0, 2.0]",,"[3.583333333333333, 5.0, 4.0, 4.0, 0.0, 3.0, 4.0, 4.0]","[3.75, 4.0, 6.0, 4.0, 1.0, 3.0, 0.5, 5.0]","[2.083333333333333, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 6.0]","[3.25, 0.0, 8.0, 6.0, 0.0, 0.0, 5.0, 7.0]","[5.750000000000001, 7.0, 7.0, 7.0, 0.0, 5.0, 2.0, 8.0]","[6.833333333333333, 7.0, 7.0, 7.0, 5.0, 6.0, 1.0, 9.0]",,"[5.791666666666667, 6.0, 9.0, 5.0, 4.0, 5.0, 3.0, 11.0]","[3.25, 3.0, 6.0, 4.0, 0.0, 3.0, 5.0, 12.0]","[2.0, 3.0, 2.0, 2.0, 0.0, 3.0, 1.5, 13.0]","[5.458333333333333, 6.0, 7.0, 7.0, 0.0, 5.0, 4.0, 14.0]","[2.458333333333333, 3.0, 3.0, 3.0, 0.0, 2.0, 2.0, 15.0]","[4.916666666666667, 4.5, 4.5, 5.0, 5.0, 3.0, 0.0, 16.0]","[3.541666666666667, 1.0, 7.0, 6.0, 0.0, 3.0, 2.0, 17.0]","[3.458333333333334, 3.0, 7.0, 4.0, 0.0, 5.0, 4.0, 18.0]","[1.4166666666666667, 1.0, 2.0, 2.0, 0.0, 3.0, 2.0, 19.0]"
4/8/2020 10:50,"[2.916666666666667, 2.0, 1.0, 4.0, 3.0, 2.0, 1.0, 1.0]","[3.291666666666667, 3.0, 4.0, 5.0, 0.0, 1.0, 2.0, 2.0]",,"[3.583333333333333, 5.0, 4.0, 4.0, 0.0, 3.0, 4.5, 4.0]","[3.75, 4.0, 6.0, 4.0, 1.0, 3.0, 1.0, 5.0]","[2.083333333333333, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 6.0]","[3.25, 0.0, 8.0, 6.0, 0.0, 0.0, 5.0, 7.0]","[5.750000000000001, 7.0, 7.0, 7.0, 0.0, 5.0, 2.0, 8.0]","[6.833333333333333, 7.0, 7.0, 7.0, 5.0, 6.0, 1.0, 9.0]",,"[5.791666666666667, 6.0, 9.0, 5.0, 4.0, 5.0, 3.0, 11.0]","[3.25, 3.0, 6.0, 4.0, 0.0, 3.0, 5.0, 12.0]","[2.0, 3.0, 2.0, 2.0, 0.0, 3.0, 1.0, 13.0]","[5.458333333333333, 6.0, 7.0, 7.0, 0.0, 5.0, 4.0, 14.0]","[2.458333333333333, 3.0, 3.0, 3.0, 0.0, 2.0, 2.0, 15.0]","[4.229166666666667, 4.0, 4.0, 4.0, 4.5, 3.0, 0.0, 16.0]","[3.541666666666667, 1.0, 7.0, 6.0, 0.0, 3.0, 2.0, 17.0]","[3.458333333333334, 3.0, 7.0, 4.0, 0.0, 5.0, 4.0, 18.0]","[1.4166666666666667, 1.0, 2.0, 2.0, 0.0, 3.0, 2.0, 19.0]"
4/8/2020 10:55,"[2.916666666666667, 2.0, 1.0, 4.0, 3.0, 2.0, 1.0, 1.0]","[3.291666666666667, 3.0, 4.0, 5.0, 0.0, 1.0, 2.0, 2.0]",,"[3.583333333333333, 5.0, 4.0, 4.0, 0.0, 3.0, 4.0, 4.0]","[3.75, 4.0, 6.0, 4.0, 1.0, 3.0, 0.5, 5.0]","[2.083333333333333, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 6.0]","[3.25, 0.0, 8.0, 6.0, 0.0, 0.0, 5.0, 7.0]","[5.750000000000001, 7.0, 7.0, 7.0, 0.0, 5.0, 2.0, 8.0]","[6.833333333333333, 7.0, 7.0, 7.0, 5.0, 6.0, 1.0, 9.0]",,"[5.791666666666667, 6.0, 9.0, 5.0, 4.0, 5.0, 3.0, 11.0]","[3.25, 3.0, 6.0, 4.0, 0.0, 3.0, 5.0, 12.0]","[2.5, 3.0, 3.0, 3.0, 0.0, 3.0, 1.0, 13.0]","[5.458333333333333, 6.0, 7.0, 7.0, 0.0, 5.0, 4.0, 14.0]","[2.458333333333333, 3.0, 3.0, 3.0, 0.0, 2.0, 2.0, 15.0]","[4.666666666666667, 4.0, 4.5, 5.0, 4.5, 3.0, 0.0, 16.0]","[3.541666666666667, 1.0, 7.0, 6.0, 0.0, 3.0, 2.0, 17.0]","[3.458333333333334, 3.0, 7.0, 4.0, 0.0, 5.0, 4.0, 18.0]","[1.4166666666666667, 1.0, 2.0, 2.0, 0.0, 3.0, 2.0, 19.0]"
4/8/2020 11:00,"[2.916666666666667, 2.0, 1.0, 4.0, 3.0, 2.0, 1.0, 1.0]","[3.291666666666667, 3.0, 4.0, 5.0, 0.0, 1.0, 2.0, 2.0]",,"[3.583333333333333, 5.0, 4.0, 4.0, 0.0, 3.0, 4.0, 4.0]","[3.75, 4.0, 6.0, 4.0, 1.0, 3.0, 1.0, 5.0]","[2.083333333333333, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 6.0]","[3.25, 0.0, 8.0, 6.0, 0.0, 0.0, 5.0, 7.0]","[5.750000000000001, 7.0, 7.0, 7.0, 0.0, 5.0, 2.0, 8.0]","[6.833333333333333, 7.0, 7.0, 7.0, 5.0, 6.0, 1.0, 9.0]",,"[5.791666666666667, 6.0, 9.0, 5.0, 4.0, 5.0, 3.0, 11.0]","[3.25, 3.0, 6.0, 4.0, 0.0, 3.0, 5.0, 12.0]","[2.5, 3.0, 3.0, 3.0, 0.0, 3.0, 1.0, 13.0]","[5.458333333333333, 6.0, 7.0, 7.0, 0.0, 5.0, 4.0, 14.0]","[2.458333333333333, 3.0, 3.0, 3.0, 0.0, 2.0, 2.0, 15.0]","[4.416666666666667, 4.0, 4.0, 4.5, 4.5, 3.0, 0.0, 16.0]","[3.541666666666667, 1.0, 7.0, 6.0, 0.0, 3.0, 2.0, 17.0]","[3.458333333333334, 3.0, 7.0, 4.0, 0.0, 5.0, 4.0, 18.0]","[1.4166666666666667, 1.0, 2.0, 2.0, 0.0, 3.0, 2.0, 19.0]"
4/8/2020 11:05,"[2.916666666666667, 2.0, 1.0, 4.0, 3.0, 2.0, 1.0, 1.0]","[3.291666666666667, 3.0, 4.0, 5.0, 0.0, 1.0, 2.0, 2.0]",,"[3.583333333333333, 5.0, 4.0, 4.0, 0.0, 3.0, 4.0, 4.0]","[3.75, 4.0, 6.0, 4.0, 1.0, 3.0, 0.5, 5.0]","[2.083333333333333, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 6.0]","[3.25, 0.0, 8.0, 6.0, 0.0, 0.0, 5.0, 7.0]","[5.750000000000001, 7.0, 7.0, 7.0, 0.0, 5.0, 2.0, 8.0]","[6.833333333333333, 7.0, 7.0, 7.0, 5.0, 6.0, 1.0, 9.0]",,"[5.791666666666667, 6.0, 9.0, 5.0, 4.0, 5.0, 3.0, 11.0]","[3.25, 3.0, 6.0, 4.0, 0.0, 3.0, 5.0, 12.0]","[2.5416666666666665, 3.0, 3.0, 3.0, 0.0, 4.0, 1.0, 13.0]","[5.458333333333333, 6.0, 7.0, 7.0, 0.0, 5.0, 4.0, 14.0]","[2.458333333333333, 3.0, 3.0, 3.0, 0.0, 2.0, 2.0, 15.0]","[4.416666666666667, 4.0, 4.0, 4.5, 4.5, 3.0, 0.0, 16.0]","[3.541666666666667, 1.0, 7.0, 6.0, 0.0, 3.0, 2.0, 17.0]","[3.458333333333334, 3.0, 7.0, 4.0, 0.0, 5.0, 4.0, 18.0]","[1.4166666666666667, 1.0, 2.0, 2.0, 0.0, 3.0, 2.0, 19.0]"
4/8/2020 11:10,"[2.916666666666667, 2.0, 1.0, 4.0, 3.0, 2.0, 1.0, 1.0]","[3.291666666666667, 3.0, 4.0, 5.0, 0.0, 1.0, 2.0, 2.0]",,"[3.583333333333333, 5.0, 4.0, 4.0, 0.0, 3.0, 4.0, 4.0]","[3.75, 4.0, 6.0, 4.0, 1.0, 3.0, 1.0, 5.0]","[2.083333333333333, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 6.0]","[3.25, 0.0, 8.0, 6.0, 0.0, 0.0, 5.0, 7.0]","[5.791666666666667, 7.0, 7.0, 7.0, 0.0, 6.0, 2.0, 8.0]","[6.833333333333333, 7.0, 7.0, 7.0, 5.0, 6.0, 1.0, 9.0]",,"[5.791666666666667, 6.0, 9.0, 5.0, 4.0, 5.0, 3.0, 11.0]","[3.25, 3.0, 6.0, 4.0, 0.0, 3.0, 5.0, 12.0]","[2.5, 3.0, 3.0, 3.0, 0.0, 3.0, 1.5, 13.0]","[5.458333333333333, 6.0, 7.0, 7.0, 0.0, 5.0, 4.0, 14.0]","[2.458333333333333, 3.0, 3.0, 3.0, 0.0, 2.0, 2.0, 15.0]","[4.229166666666667, 4.0, 4.0, 4.0, 4.5, 3.0, 0.0, 16.0]","[3.541666666666667, 1.0, 7.0, 6.0, 0.0, 3.0, 1.5, 17.0]","[3.458333333333334, 3.0, 7.0, 4.0, 0.0, 5.0, 4.0, 18.0]","[1.4166666666666667, 1.0, 2.0, 2.0, 0.0, 3.0, 2.0, 19.0]"
4/8/2020 11:15,"[2.916666666666667, 2.0, 1.0, 4.0, 3.0, 2.0, 1.0, 1.0]","[3.291666666666667, 3.0, 4.0, 5.0, 0.0, 1.0, 2.0, 2.0]",,"[3.583333333333333, 5.0, 4.0, 4.0, 0.0, 3.0, 4.0, 4.0]","[3.75, 4.0, 6.0, 4.0, 1.0, 3.0, 0.5, 5.0]","[2.083333333333333, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 6.0]","[3.25, 0.0, 8.0, 6.0, 0.0, 0.0, 5.0, 7.0]","[5.770833333333333, 7.0, 7.0, 7.0, 0.0, 5.5, 2.0, 8.0]","[6.833333333333333, 7.0, 7.0, 7.0, 5.0, 6.0, 1.0, 9.0]",,"[5.791666666666667, 6.0, 9.0, 5.0, 4.0, 5.0, 3.0, 11.0]","[3.25, 3.0, 6.0, 4.0, 0.0, 3.0, 5.0, 12.0]","[2.5, 3.0, 3.0, 3.0, 0.0, 3.0, 1.5, 13.0]","[5.458333333333333, 6.0, 7.0, 7.0, 0.0, 5.0, 4.0, 14.0]","[2.458333333333333, 3.0, 3.0, 3.0, 0.0, 2.0, 2.0, 15.0]","[4.229166666666667, 4.0, 4.0, 4.0, 4.5, 3.0, 0.0, 16.0]","[3.541666666666667, 1.0, 7.0, 6.0, 0.0, 3.0, 1.5, 17.0]","[3.458333333333334, 3.0, 7.0, 4.0, 0.0, 5.0, 4.0, 18.0]","[1.4166666666666667, 1.0, 2.0, 2.0, 0.0, 3.0, 2.0, 19.0]"
